,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
होते,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
बाघ,,,,,,,,,,,,,,
घास,,,,,,,,,,,,,,
थोड़े,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
खाते,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
विरोध,,,,,,,,,,,,,,
किया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
घास,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
फूल,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,,,,,,ने,Originator,Agent,,
धीरे,,,,,,,,,,,,,,
से,से,Manner,Manner,,,,,,,से,Manner,Manner,,
कहा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
क्षमा,,,,,,,,,,,,,,
करना,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मुझे,को,Experiencer,Theme,,,,,,,को,Experiencer,Theme,,in the same scene as 474
बाघ,,,,,,,,,,,,,,
से,से,Stimulus,Causer,,से,Stimulus,Causer,,,से,Stimulus,Causer,,
परवाह,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
पर,पर,NONSNACS,NONSNACS,,,,,,,पर,NONSNACS,NONSNACS,,
हवा,,,,,,,,,,,,,,
के,के,Stuff,Stuff,,का,Identity,Identity,,*Q*,के,QuantityItem,Stuff,,gusts of wind? 'current of wind' - collective noun?
झोकों,,,,,,,,,,,Stuff,Stuff,,
से,से,Stimulus,Source,,से,Stimulus,Source,,,से,Stimulus,Causer,,en guidelines 257
डर,,,,,,,,,,,,,,
लगता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
तुम्हारे,के पास,Possessor,Locus,1:1,के पास,Possessor,Locus,1:1,,के पास,Possessor,Locus,1:1,के पास could be used where a Location is not implied?
पास,के पास,,,1:2,के पास,,,1:2,,के पास,,,1:2,
आड़,,,,,,,,,,,,,,
करने,,,,,,,,,,,,,,
के,के लिए,Purpose,Purpose,1:1,के लिए,Purpose,Purpose,2:1,,के लिए,Purpose,Purpose,1:1,
लिए,के लिए,,,1:2,के लिए,,,2:2,,के लिए,,,1:2,
पर्दा,,,,,,,,,,,,,,
तो,तो,Focus,Focus,,,,,,,तो,Focus,Focus,,
नहीं,,,,,,,,,,,,,,
होगा,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
हवा,,,,,,,,,,,,,,
के,का,Stuff,Stuff,,का,Identity,Identity,,,का,Stuff,Stuff,,
झोकों,,,,,,,,,,,,,,
से,से,Stimulus,Source,,से,Stimulus,Source,,,से,Stimulus,Causer,,
डर,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
पौधे,,,,,,,,,,,,,,
के,के लिए,Beneficiary,Beneficiary,1:1,के लिए,Beneficiary,Beneficiary,1:1,,के लिए,Beneficiary,Beneficiary,1:1,
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
कोई,,,,,,,,,,,,,,
अच्छी,,,,,,,,,,,,,,
बात,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
फूल,,,,,,,,,,,,,,
सीध-साध,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
लगता,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
ने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Agent,Agent,,en guidelines p.45 - Agent of internally realized emotions
सोचा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
शाम,,,,,,,,,,,,,,
को,को,Time,Time,,को,Time,Time,,,को,Time,Time,,
मुझे,को,Recipient,Theme,,को,Theme,Theme,,,को,Theme,Recipient,,recipient given the verb used
ढक,,,,,,,,,,,,,,
देना,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
यहां,,,,,,,,,,,,,,
बहुत,,,,,,,,,,,,,,
सर्दी,,,,,,,,,,,,,,
पड़ती,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Theme,,
चैन,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
जहां,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Source,Source,,
मैं,,,,,,,,,,,,,,
आई,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसे,को,Agent,Agent,,को,Agent,Agent,,*Q*,को,Agent,Agent,,modal verb
बीच,,,,,,,,,*Q* MWE?,,,,,
में,में,Time,Time,,में,Time,Time,,,में,Time,Time,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
रुकना,,,,,,,,,,,,,,
पड़ा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
बीज,,,,,,,,,,,,,,
रूप,,,,,,,,,,,,,,
में,में,Manner,Manner,,में,Characteristic,Locus,,,में,Manner,Manner,,adds information to the main scene
कहीं,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Source,Source,,
आई,,,,,,,,,,,,,,
थीं,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
दूसरी,,,,,,,,,,,,,,
किसी,,,,,,,,,,,,,,
दुनिया,,,,,,,,,,,,,,
के,के बारे में,Topic,Topic,,के बारे में,Topic,Topic,1:1,,के बारे में,Topic,Topic,,
बारे,के बारे में,,,,के बारे में,,,1:2,,के बारे में,,,,
में,के बारे में,,,,के बारे में,,,1:3,,के बारे में,,,,
उसे,को,Experiencer,Recipient,,,,,,,को,Experiencer,Recipient,,
कुछ,,,,,,,,,,,,,,
पता,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Experiencer,Agent,,
एक,,,,,,,,,,,,,,
मूर्खतापूर्ण,,,,,,,,,,,,,,
झूठ,,,,,,,,,,,,,,
बोलना,,,,,,,,,,,,,,
चाहा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
स्वयं,,,,,,,,,,,,,,
से,से,Causer,Causer,,से,Stimulus,Source,,,से,Causer,Causer,,"Humiliated by himself, and no stimulus"
अपमानित,,,,,,,,,,,,,,
होती,,,,,,,,,,,,,,
हुई,,,,,,,,,,,,,,
मानो,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
को,को,Topic,Theme,,को,Topic,Theme,,*Q*,को,Theme,Theme,,
गलत,,,,,,,,,,,,,,
साबित,,,,,,,,,,,,,,
करने,,,,,,,,,,,,,,
के,के लिए,Purpose,Purpose,,के लिए,Purpose,Purpose,1:1,,के लिए,Purpose,Purpose,,
लिए,के लिए,,,,के लिए,,,1:2,,के लिए,,,,
एक-दो,,,,,,,,,,,,,,
बार,,,,,,,,,,,,,,
खांसती,,,,,,,,,,,,,,
हुई,,,,,,,,,,,,,,
बोली,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मैंने,ने,Originator,Agent,,,,,,,ने,Originator,Agent,,
तुमसे,से,Recipient,Source,,से,Originator,Source,,,से,Source,Source,,"PP-adverbial, en guidelines p 20"
पर्दा,,,,,,,,,,,Recipient,Source,,
मांगा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
न?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
जा,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
ढूंढने,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
तुम,,,,,,,,,,,,,,
कुछ,,,,,,,,,,,,,,
कह,,,,,,,,,,,,,,
रही,,,,,,,,,,,,,,
थीं,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
जबरदस्ती,,,,,,,,,,,,,,
खांसी,,,,,,,,,,,,,,
थी,,,,,,,,,,,,,,
ताकि,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
को,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Theme,,nothing transferred?
पछतावा,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
इस,,,,,,,,,,,,,,
प्रकार,,,,,,,,,,,,,,
बावजूद,के बावजूद,`d,`d,1:2,के बावजूद,Circumstance,Circumstance,1:1,*Q*,के बावजूद,`d,`d,1:2,not a space-time phenomenon (in spite of)
इसके,के बावजूद,,,1:1,के बावजूद,,,1:2,,के बावजूद,,,1:1,
कि,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
मन,,,,,,,,,,,,,,
लगाकर,,,,,,,,,,,,,,
उसकी,की,Beneficiary,Theme,,का,Beneficiary,Theme,,*Q* receiving the service?,की,Theme,Theme,,
सेवा,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
उसने,ने,Experiencer,Agent,,ने,Experiencer,Agent,,,ने,Agent,Agent,,"began to doubt, action on his own thought"
फूल,,,,,,,,,,,,,,
पर,पर,Stimulus,Theme,,पर,Topic,Topic,,,पर,Theme,Theme,,"There's no topic mentioned to doubt - 
the doubt is all on the flower"
संदेह,,,,,,,,,,,,,,
करना,,,,,,,,,,,,,,
शुरू,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
दिया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ऐसी,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
कई,,,,,,,,,,,,,,
बातों,,,,,,,,,,,,,,
को,को,Theme,Recipient,,को,Topic,Theme,,*Q*,को,Theme,Theme,,no topic - might be absorbed by महत्व
बहुत,,,,,,,,,,,Theme,Recipient,,
महत्व,,,,,,,,,,,,,,
दे,,,,,,,,,,,,,,
देने,,,,,,,,,,,,,,
के,के कारण,Explanation,Explanation,1:1,के कारण,Explanation,Explanation,1:1,,के कारण,Explanation,Explanation,1:1,
कारण,के कारण,,,1:2,के कारण,,,1:2,,के कारण,,,1:2,
वह,,,,,,,,,,,,,,
दुखी,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
दिन,,,,,,,,,,,,,,
उसने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
धीरे,,,,,,,,,,,,,,
से,से,Manner,Manner,,से,Manner,Manner,,,से,Manner,Manner,,
मुझसे,से,Recipient,Ancillary,,से,Recipient,Ancillary,,,से,Recipient,Ancillary,,
कहा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मुझे,को,Experiencer,Agent,,को,Experiencer,Agent,,,को,Agent,Agent,,listening is an active role?
उसकी,की,Originator,Gestalt,,का,Originator,Gestalt,,,की,Originator,Gestalt,,
बात,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
सुननी,,,,,,,,,,,,,,
चाहिए,,,,,,,,,,,,,,
थी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
फूलों,,,,,,,,,,,,,,
को,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Stimulus,Theme,,
बस,,,,,,,,,,,,,,
देखना,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
सूंघना,,,,,,,,,,,,,,
चाहिए,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उनकी,की,Originator,Gestalt,,का,Originator,Gestalt,,,की,Originator,Gestalt,,
बातें,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
सुननी,,,,,,,,,,,,,,
चाहिए,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मेरे,के,Possessor,Possessor,,का,Possessor,Possessor,,,के,Possessor,Possessor,,
फूल,,,,,,,,,,,,,,
ने,ने,Agent,Agent,,ने,Causer,Causer,,,ने,Agent,Agent,,
संसार,,,,,,,,,,,,,,
को,को,Theme,Theme,,को,Goal,Goal,,*Q* endpoint of the filling?,को,Beneficiary,Theme,,
सुगंध,,,,,,,,,,,Theme,Theme,,
से,से,Theme,Instrument,,से,Theme,Instrument,,,से,Instrument,Instrument,,
भर,,,,,,,,,,,Theme,Instrument,,
दिया,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
पर,पर,NONSNACS,NONSNACS,,,,,,,पर,NONSNACS,NONSNACS,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
पता,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
इस,,,,,,,,,,,,,,
दुख,,,,,,,,,,,,,,
को,को,Stimulus,Theme,,को,Stimulus,Theme,,,को,Stimulus,Theme,,
कैसे,,,,,,,,,,,,,,
भोगूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
कांटों,,,,,,,,,,,,,,
की,की,Topic,Topic,,का,Topic,Identity,,,की,Topic,Topic,,
बात,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
जिससे,से,Stimulus,Source,,से,Stimulus,Source,,,से,Stimulus,Causer,,
मैं,,,,,,,,,,,,,,
चिढ़,,,,,,,,,,,,,,
गया,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
वास्तव,,,,,,,,,,,,,,
में,में,Circumstance,Circumstance,,में,Circumstance,Circumstance,,,में,Circumstance,Circumstance,,
उन,,,,,,,,,,,,,,
बातों,,,,,,,,,,,,,,
से,से,Stimulus,Causer,,से,Stimulus,Source,,,से,Stimulus,Causer,,
मुझमें,में,Experiencer,Locus,,में,Experiencer,Locus,,,में,Locus,Locus,,no experiential connotations
मृदुभाव,,,,,,,,,,,,,,
पैदा,,,,,,,,,,,,,,
होना,,,,,,,,,,,,,,
चाहिए,,,,,,,,,,,,,,
थे,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
फूल,,,,,,,,,,,,,,
ने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
फिर,,,,,,,,,,,,,,
चुपके,,,,,,,,,,,,,,
से,से,Manner,Manner,,से,Manner,Manner,,,से,Manner,Manner,,
कहा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
बिल्कुल,,,,,,,,,,,,,,
समझ,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
थी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मुझे,को,Experiencer,Agent,,को,Experiencer,Agent,,,को,Agent,Agent,,modal verb
उसके,के बारे में,Topic,Topic,1:1,के बारे में,Topic,Topic,1:1,,के बारे में,Topic,Topic,1:1,
बारे,के बारे में,,,1:2,के बारे में,,,1:2,,के बारे में,,,1:2,
में,के बारे में,,,1:3,के बारे में,,,1:3,,के बारे में,,,1:3,
",",,,,,,,,,,,,,,
उसके,के,Originator,Gestat,,का,Originator,Gestalt,,,के,Originator,Gestat,,
शब्द,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
उसके,के,Agent,Gestalt,,का,Agent,Gestalt,,,के,Gestalt,Gestalt,,
काम,,,,,,,,,,,,,,
के,के आधर पर,Topic,Topic,1:1,का,Identity,Identity,,,के,Gestalt,Gestalt,1:1,on the basis of his work
आधर,के आधर पर,,,1:2,,,,,,,,,1:2,
पर,के आधर पर,,,1:3,पर,Topic,Topic,,,पर,Topic,Topic,1:3,en guidelines (174)
निर्णय,,,,,,,,,,,,,,
लेना,,,,,,,,,,,,,,
चाहिए,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
मेरा,का,Experiencer,Gestalt,,का,Experiencer,Gestalt,,,का,Experiencer,Gestalt,,
सुख,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
मेरी,की,Experiencer,Gestalt,,का,Experiencer,Gestalt,,,की,Experiencer,Gestalt,,
समझ,,,,,,,,,,,,,,
बढ़ाई,,,,,,,,,,,,,,
थी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मुझे,को,Agent,Agent,,को,Agent,Agent,,,को,Agent,Agent,,
इस,,,,,,,,,,,,,,
तरह,,,,,,,,,,,,,,
पलायन,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
करना,,,,,,,,,,,,,,
चाहिए,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसकी,की,Originator,Gestalt,,का,Originator,Gestalt,,,की,Originator,Gestalt,,
कटी-कटी,,,,,,,,,,,,,,
बातों,,,,,,,,,,,,,,
के,के पीछे,Locus,Locus,1:1,के पीछे,Locus,Locus,1:1,*Q* metaphorical,के पीछे,Locus,Locus,1:1,
पीछे,के पीछे,,,1:2,के पीछे,,,1:2,,के पीछे,,,1:2,
से,से,Source,Source,,से,Source,Source,,,से,Source,Source,,
झांकती,,,,,,,,,,,,,,
उसकी,की,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,की,Gestalt,Gestalt,,
कोमलता,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
उसका,का,Experiencer,Gestalt,,का,Experiencer,Gestalt,,,का,Experiencer,Gestalt,,
प्यार,,,,,,,,,,,,,,
देखना,,,,,,,,,,,,,,
चाहिए,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
कितना,,,,,,,,,,,,,,
विरोधभास,,,,,,,,,,,,,,
होता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
फूलों,,,,,,,,,,,,,,
में,में,Gestalt,Locus,,में,Gestalt,Locus,,,में,Characteristic,Locus,,contradictions in the flower and as a characteristic of the flower
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
मेरी,की,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,की,Gestalt,Gestalt,,en guidelines page 88 Sec. 6.6
उमर,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,
क्या,,,,,,,,,,,,,,
थी,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
प्यार,,,,,,,,,,,,,,
करना,,,,,,,,,,,,,,
जानूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,